Learning Rate,Num Dense Layers,Num Dense Nodes,Activation,Initialization,W_domain,W_bc0,W_bc1,W_ic,Error,Time Spent
6.546276610749198e-05,8,11,selu,Glorot uniform,250,213,184,0,28.825606387012826,108.99174857139587
1.2774471609203795e-05,8,7,elu,Glorot uniform,250,206,198,0,22.14011407035568,107.17507410049438
1.2774471609203795e-05,8,7,elu,Glorot uniform,250,203,189,0,21.681198616112702,107.29442262649536
1.2774471609203795e-05,8,7,elu,Glorot uniform,171,200,71,0,24.694147512757336,107.2103271484375
0.000370062521253848,8,7,selu,Glorot uniform,27,203,0,18,171.4802987703315,107.07462286949158
1.2774471609203795e-05,8,7,elu,Glorot uniform,73,204,0,33,59.39654991408082,107.1554844379425
1.2774471609203795e-05,8,7,elu,Glorot uniform,249,196,42,0,18.832854157880508,107.12524151802063
0.0001351053985454391,8,7,relu,Glorot uniform,250,200,1,7,89.40946961325457,80.27389287948608
1.2774471609203795e-05,8,7,elu,Glorot uniform,250,193,0,35,36.86973047925583,107.09561395645142
1.2774471609203795e-05,8,7,elu,Glorot uniform,224,190,36,182,16.691686528656692,107.12584280967712
1.2774471609203795e-05,8,7,elu,Glorot uniform,249,195,113,182,14.222994929295066,107.12049317359924
1.6976609510665594e-05,8,7,elu,Glorot uniform,144,194,6,175,6.632337664196464,107.1186408996582
1.2774471609203795e-05,7,7,elu,Glorot uniform,250,187,18,182,13.084676275848418,96.88395953178406
0.05025455101314626,4,264,relu,Glorot uniform,20,145,198,165,45.42048534493456,65.67819738388062
0.21788060459464648,2,57,tanh,Glorot uniform,44,178,75,182,44.88135033171597,48.34223532676697
0.00016955839980214776,7,7,relu,Glorot uniform,139,185,27,182,180.310079662,74.8088104724884
0.10894324557025346,1,384,silu,Glorot uniform,100,6,125,106,63.034461185863776,49.969852447509766
0.00035174535067022917,3,34,tanh,Glorot uniform,54,196,9,178,111.09502242474568,56.795769691467285
0.21788060459464648,4,7,tanh,Glorot uniform,2,244,5,178,34.87034892174052,62.45608997344971
6.859313365684801e-05,5,197,elu,Glorot uniform,135,158,136,132,69.73442537536836,96.06866908073425
0.056335366001169423,2,311,silu,Glorot uniform,106,106,198,98,29.386095308300693,77.59708952903748
0.0001597243674757998,5,139,selu,Glorot uniform,96,159,124,164,115.76343695891866,84.68322658538818
0.007399048904201934,4,119,silu,Glorot uniform,13,146,198,173,100.93935871945365,82.35272645950317
0.21788060459464648,1,137,tanh,Glorot uniform,0,181,159,182,83.11574912133503,39.892085313797
0.21788060459464648,4,7,tanh,Glorot uniform,0,244,1,182,27.02415653905038,62.50399422645569
0.10331738653161085,4,7,sin,Glorot uniform,0,244,28,178,246.8333996602066,63.6322500705719
0.21788060459464648,4,7,sin,Glorot uniform,0,245,12,182,1861.5724801228425,63.65764546394348
0.21788060459464648,4,7,swish,Glorot uniform,0,244,7,182,36.687689819551814,77.89951992034912
0.21788060459464648,4,7,tanh,Glorot uniform,0,244,22,168,41.98103407193035,62.64871907234192
0.21788060459464648,4,7,tanh,Glorot uniform,0,244,2,176,17.57280451835959,62.3596293926239
0.1975709110454283,4,7,silu,Glorot uniform,0,245,42,182,43.540783223334515,77.88152885437012
0.21788060459464648,4,7,swish,Glorot uniform,0,244,20,182,41.51520554882071,77.99801325798035
0.21788060459464648,4,7,swish,Glorot uniform,0,245,3,178,31.917428134199824,77.96604824066162
1.4900675980819544e-05,8,7,elu,Glorot uniform,226,195,8,107,14.051384086179555,107.25694918632507
0.21788060459464648,4,7,swish,Glorot uniform,0,244,2,179,28.74233852984402,77.7944483757019
0.21788060459464648,4,7,tanh,Glorot uniform,0,244,0,181,23.25387814092678,62.38433289527893
0.2011426015356375,4,7,tanh,Glorot uniform,0,244,2,182,29.796357008153272,62.650954723358154
0.21788060459464648,4,7,sin,Glorot uniform,0,245,27,180,467.9304986636028,63.650495529174805
0.21788060459464648,4,7,tanh,Glorot uniform,0,245,0,180,23.25888399913474,62.456196546554565
0.21788060459464648,4,7,sin,Glorot uniform,0,245,9,182,148.32025193586128,63.8009033203125
0.02145328736896394,5,262,relu,Glorot uniform,125,158,198,141,45.43262972393057,75.49580216407776
0.21788060459464648,4,7,swish,Glorot uniform,0,244,32,182,42.92844024954111,77.94847512245178
0.20668984496873327,4,7,swish,Glorot uniform,0,244,10,179,38.60359687537062,78.19167685508728
0.21788060459464648,4,7,swish,Glorot uniform,0,245,7,182,36.68135802239034,78.16287541389465
0.21788060459464648,4,7,sin,Glorot uniform,0,245,12,182,1861.5724801228425,63.724791288375854
0.18832614802077263,4,7,sin,Glorot uniform,0,244,27,178,113.7820885689018,63.76897382736206
0.00028632678779744126,5,58,selu,Glorot uniform,45,159,125,175,122.979509069182,80.3319034576416
0.21788060459464648,4,7,sin,Glorot uniform,0,245,19,181,1047.6929912383641,63.9187490940094
0.21788060459464648,4,7,sin,Glorot uniform,0,245,11,181,1804.5697498561935,63.57344651222229
0.21788017126899994,4,7,sigmoid,Glorot uniform,0,245,39,182,42.96604879294038,63.767234086990356
0.21788060459464648,4,7,silu,Glorot uniform,0,245,25,182,42.239445771456516,77.94689989089966
0.21788060459464648,4,7,swish,Glorot uniform,0,244,23,182,41.978496391433396,78.02217960357666
0.20683222599236703,4,7,tanh,Glorot uniform,0,244,0,176,20.45562424634763,62.37770867347717
0.21788060459464648,4,7,tanh,Glorot uniform,0,244,9,179,38.069863882360266,62.454304218292236
1.2774471609203795e-05,8,384,tanh,He uniform,250,144,0,0,26.41686766696242,220.08039689064026
1.3286292242980407e-05,8,9,relu,Glorot uniform,231,195,13,178,13.304351793187717,80.60375952720642
0.00021829254087668982,8,248,sin,He normal,232,233,186,171,48.406450514354894,140.47522020339966
2.9193914113071126e-05,5,170,selu,Glorot uniform,6,155,194,171,117.54492770498237,88.06006622314453
0.00016364916980453264,8,7,elu,Glorot uniform,48,197,108,127,34.28443717223755,107.46309399604797
0.0003047680989392111,5,8,elu,Glorot uniform,49,157,132,160,50.70523150416131,77.30491614341736
7.655617159120236e-05,5,66,relu,Glorot uniform,19,156,66,35,185.42841963872266,63.171518325805664
0.0012875786380134497,8,258,swish,He uniform,240,3,15,71,35.96302652312652,218.7834038734436
2.0404013110462934e-05,8,46,silu,Glorot uniform,213,194,140,121,31.386411927340436,130.56030583381653
0.09110604215719732,8,259,selu,He uniform,47,240,0,103,956378184.7777373,170.9157738685608
2.4717385692537472e-05,7,132,relu,He uniform,204,190,164,22,26.830362761615348,74.25530648231506
1.2872737093872253e-05,8,299,swish,He uniform,248,141,41,0,19.950394500525817,275.1659166812897
0.0005488076995298178,8,14,relu,Glorot uniform,73,195,47,9,162.73586552072808,80.89010190963745
7.172343237014825e-05,8,202,selu,He normal,83,233,54,102,31.214802669426955,138.26503825187683
1.5686498901245408e-05,8,378,tanh,He uniform,243,5,195,0,82.00553856359465,219.70618104934692
0.0011008094863153807,8,78,elu,Glorot uniform,124,195,127,135,98.87544478616563,111.51873898506165
0.0033930621863369308,8,234,swish,He uniform,222,5,125,27,11.638532510916415,198.6539978981018
5.8391787682300614e-05,8,384,sigmoid,He uniform,204,81,0,41,148.3568249267429,226.55127334594727
2.506060271566496e-05,8,282,sin,He uniform,224,5,1,123,44.25093380257157,163.65598607063293
9.158898835830909e-05,5,168,elu,Glorot uniform,14,158,68,141,106.29834695216033,88.67791509628296
0.0237001596546759,4,7,swish,Glorot uniform,0,244,6,166,40.606115522806,79.14089679718018
1.2774471609203795e-05,5,259,elu,Glorot uniform,19,157,168,53,27.392198849676976,112.30348205566406
0.033329293669569444,4,7,swish,Glorot uniform,0,244,0,182,177.611347728736,78.62006330490112
4.228193668236704e-05,5,27,selu,Glorot uniform,2,155,112,88,68.17326795974455,81.55289697647095
0.020161373885577143,8,80,tanh,He uniform,243,5,101,111,45.6466424127923,98.00473690032959
0.00018225289687411023,8,146,silu,He uniform,216,86,43,94,35.32902952466373,187.85108637809753
1.4590588769559415e-05,5,110,relu,Glorot uniform,81,157,87,94,170.81723060878298,94.12188696861267
3.547050876902853e-05,8,85,sin,Glorot uniform,27,197,121,99,109.53408139166734,102.99310851097107
1.2774471609203795e-05,8,7,elu,Glorot uniform,129,195,64,182,15.706178024147505,147.62548422813416
0.00015230423361763224,7,186,sigmoid,He normal,185,57,181,160,102.68356901879321,134.07415175437927
1.2774471609203795e-05,8,127,elu,Glorot uniform,173,194,146,102,31.800230599884845,122.58471059799194
0.20401535760153547,4,7,swish,Glorot uniform,0,244,16,182,40.68594379894326,78.08561515808105
0.1660420654099738,4,7,swish,Glorot uniform,0,244,4,182,32.702679999480104,78.08905529975891
0.00013555464497795987,5,303,selu,Glorot uniform,143,157,192,63,55.9514059209529,137.62344527244568
1.2774471609203795e-05,5,229,relu,Glorot uniform,69,158,198,46,129.40291419263875,70.07722401618958
0.054124193608522005,4,7,tanh,Glorot uniform,0,244,0,182,154.47711005220168,62.82019591331482
0.13470690128587307,4,7,sigmoid,Glorot uniform,0,245,22,182,30.638769552200262,63.987030267715454
0.2043808045251717,4,7,silu,Glorot uniform,0,245,16,182,40.375233438843566,90.92750191688538
0.21788060459464648,4,7,relu,Glorot uniform,0,245,88,182,44.66284781598227,73.00407767295837
0.21788060459464648,4,7,silu,Glorot uniform,0,245,31,182,42.84116224015949,81.66381001472473
0.04070383488711067,4,7,tanh,Glorot uniform,0,244,0,182,90.1766292515588,91.0705623626709
0.18391481501194337,4,7,sin,Glorot uniform,0,244,6,182,238.9771266551578,64.33253931999207
0.04701414177090524,4,7,silu,Glorot uniform,0,244,6,182,16.562038401002635,108.50699138641357
0.05798746851794425,4,7,tanh,Glorot uniform,0,244,0,182,111.29029463748726,62.55079698562622
0.122620749471356,4,7,sin,Glorot uniform,0,244,8,182,26.027987362096138,63.66681623458862
0.21788060459464648,4,7,swish,Glorot uniform,0,243,0,182,23.260804049253938,78.05348515510559
0.21788060459464648,4,7,tanh,Glorot uniform,0,244,35,182,43.141945621832356,62.52427911758423
1.2774471609203795e-05,8,7,relu,Glorot uniform,172,195,85,182,17.825708994633192,80.28458428382874
1.2774471609203795e-05,8,7,elu,Glorot uniform,250,194,31,182,16.29616870467992,107.20141625404358
0.006650928979716692,4,7,sigmoid,Glorot uniform,0,244,15,182,137.016053276698,64.2406575679779
9.405305874594104e-05,8,7,elu,Glorot uniform,197,195,11,157,26.74304658237363,107.3350260257721
5.504839424172307e-05,5,41,selu,Glorot uniform,185,149,167,131,40.67521704461667,80.29934597015381
3.123954800548541e-05,8,7,silu,Glorot uniform,31,196,78,39,33.55504147087472,125.41808724403381
1.2774471609203795e-05,8,77,relu,Glorot uniform,60,195,168,34,54.57256704357987,79.57942485809326
2.7306288233375707e-05,8,10,relu,Glorot uniform,149,195,141,58,14.764892772658303,80.40302062034607
6.787253749377521e-05,5,7,selu,Glorot uniform,250,152,197,95,18.016958434001012,77.07573676109314
1.2774471609203795e-05,5,68,selu,Glorot uniform,239,153,179,112,21.936106638166187,80.38642454147339
0.00019459463785143646,7,374,sigmoid,He uniform,87,194,198,28,34.24783030909278,196.31123566627502
0.0001016096814217741,7,294,selu,He uniform,128,193,180,26,28.87214640045497,168.02587604522705
2.0810818860775694e-05,5,7,swish,Glorot uniform,220,150,130,123,14.75657293038429,90.45720028877258
6.32331162325283e-05,5,66,sin,Glorot uniform,243,151,120,171,77.77235012737582,74.69359636306763
0.00012809787098573005,5,19,selu,Glorot uniform,86,153,156,128,27.413383098993542,80.33945965766907
1.2774471609203795e-05,5,28,sin,Glorot uniform,250,151,152,148,9.805297205803583,74.29381465911865
2.42278390944681e-05,5,15,silu,Glorot uniform,240,153,151,152,45.36042581872222,90.60667204856873
1.2774471609203795e-05,5,7,sin,Glorot uniform,235,152,176,155,11.1243928837188,72.29064345359802
0.00025013348532793695,5,72,swish,Glorot uniform,171,148,14,118,106.53389785087147,94.07159090042114
0.0004411562492556397,5,53,tanh,Glorot uniform,182,151,37,129,107.25600014503215,72.9270761013031
4.8814141286022883e-05,5,129,sigmoid,Glorot uniform,124,151,0,66,115.43682544849511,77.59872364997864
0.00016250897939794687,5,59,silu,Glorot uniform,120,152,53,113,107.6685485941824,93.85563063621521
0.003651993297432135,5,111,tanh,Glorot uniform,177,150,37,142,115.04712170278816,72.88884329795837
0.00015032850726625846,5,7,tanh,Glorot uniform,83,148,0,152,123.7554377995851,71.18738651275635
0.0003330311380966429,5,62,tanh,Glorot uniform,146,151,29,98,112.45578537957884,72.85976791381836
9.379117871774206e-05,5,34,swish,Glorot uniform,0,149,0,169,261.27527688165594,93.62283873558044
8.236604477459578e-05,5,7,tanh,Glorot uniform,0,147,0,182,196.85417938286736,71.05823254585266
7.372621707382374e-05,5,27,swish,Glorot uniform,1,150,5,170,102.87622052332495,93.69534540176392
0.00020244450358006881,8,200,relu,Glorot uniform,31,195,32,132,193.34525489636655,89.17431688308716
0.00011641986879821162,5,7,swish,Glorot uniform,0,151,31,182,86.22189035712371,90.32167649269104
6.994617875247444e-05,5,7,swish,Glorot uniform,69,147,0,166,109.25612081279597,90.2872941493988
0.0021364635867273385,5,7,sin,Glorot uniform,0,149,60,182,215.4165819023405,72.7652542591095
0.0004315067105753309,5,7,swish,Glorot uniform,0,148,0,158,241.71863221661738,90.36316418647766
1.2774471609203795e-05,5,7,tanh,Glorot uniform,0,147,0,182,119.20938942327096,70.95174360275269
1.2785282940346363e-05,5,7,swish,Glorot uniform,0,150,13,182,14.010242706798422,90.36269736289978
7.34392540879638e-05,5,7,tanh,Glorot uniform,0,150,0,170,161.46872207946782,70.86432337760925
4.668090042404211e-05,5,7,tanh,Glorot uniform,0,146,6,182,52.75990545527108,71.01802444458008
3.764113912687464e-05,5,7,tanh,Glorot uniform,0,147,0,169,189.2459654402647,71.15343832969666
0.001631994086798846,5,7,tanh,Glorot uniform,0,145,64,182,102.34810188614033,71.01991772651672
0.0006616480424010898,5,7,tanh,Glorot uniform,0,145,63,61,104.6327890824432,70.93188738822937
0.0008504937275293855,5,7,tanh,Glorot uniform,0,147,58,0,43.63772818869134,70.76156306266785
0.004149826293556393,5,72,sin,Glorot uniform,202,144,126,93,46.06895942237792,75.08052897453308
0.1666137736675891,5,7,tanh,Glorot uniform,2,146,187,45,45.55431459921831,71.0694317817688
0.10098861387479649,5,24,sin,Glorot uniform,30,145,179,39,45.546426996336166,78.32713198661804
0.0461801842745707,5,7,swish,Glorot uniform,17,146,128,30,13.627300868324204,90.07643461227417
0.005399094522695652,5,44,tanh,Glorot uniform,20,147,136,32,122.05332071155365,72.76592564582825
0.21788060459464648,5,7,tanh,Glorot uniform,60,145,198,70,46.724089449345335,70.86128664016724
0.03883459266848483,5,7,swish,Glorot uniform,25,148,119,44,21.58983934509656,90.17789268493652
0.010297926296570052,5,24,sin,Glorot uniform,14,147,167,114,100.09950391042183,78.23904395103455
0.03622880835888226,5,52,sin,Glorot uniform,42,147,149,59,45.56425636581743,74.48427748680115
0.014079115158033074,5,7,swish,Glorot uniform,72,147,147,50,82.05333880041663,90.27341675758362
0.21788060459464648,5,7,tanh,Glorot uniform,63,144,188,74,45.51213367041403,71.14175009727478
0.006859550149323322,5,7,tanh,Glorot uniform,43,147,191,77,104.5526176880941,70.8789656162262
0.21788060459464648,5,7,tanh,Glorot uniform,55,146,116,82,17.230230055617742,70.79762411117554
