# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.440656907856464386e-02 2.419340657070279121e-03 7.181596755981445312e-01 4.379365220665931702e-02 2.440656907856464386e-02 2.419340657070279121e-03 7.181596755981445312e-01 4.379365220665931702e-02
1.000000000000000000e+03 3.429767861962318420e-02 1.698420819593593478e-04 2.925679646432399750e-02 3.389056946616619825e-04 3.429767861962318420e-02 1.698420819593593478e-04 2.925679646432399750e-02 3.389056946616619825e-04
2.000000000000000000e+03 5.068953614681959152e-03 2.945149317383766174e-04 7.112966850399971008e-04 4.540228401310741901e-04 5.068953614681959152e-03 2.945149317383766174e-04 7.112966850399971008e-04 4.540228401310741901e-04
3.000000000000000000e+03 4.906518384814262390e-03 3.337885427754372358e-04 5.288927350193262100e-04 4.302666930016130209e-04 4.906518384814262390e-03 3.337885427754372358e-04 5.288927350193262100e-04 4.302666930016130209e-04
4.000000000000000000e+03 4.662563558667898178e-03 3.169310220982879400e-04 5.353119340725243092e-04 4.433589056134223938e-04 4.662563558667898178e-03 3.169310220982879400e-04 5.353119340725243092e-04 4.433589056134223938e-04
5.000000000000000000e+03 3.850895911455154419e-03 2.720809134189039469e-04 4.946805420331656933e-04 4.296402330510318279e-04 3.850895911455154419e-03 2.720809134189039469e-04 4.946805420331656933e-04 4.296402330510318279e-04
6.000000000000000000e+03 3.769101807847619057e-03 2.458557137288153172e-04 4.104852268937975168e-04 4.007088136859238148e-04 3.769101807847619057e-03 2.458557137288153172e-04 4.104852268937975168e-04 4.007088136859238148e-04
7.000000000000000000e+03 3.630115184932947159e-03 2.099485427606850863e-04 3.461872693151235580e-04 3.384709416422992945e-04 3.630115184932947159e-03 2.099485427606850863e-04 3.461872693151235580e-04 3.384709416422992945e-04
8.000000000000000000e+03 3.563377307727932930e-03 1.993199985008686781e-04 2.829190634656697512e-04 2.843455295078456402e-04 3.563377307727932930e-03 1.993199985008686781e-04 2.829190634656697512e-04 2.843455295078456402e-04
9.000000000000000000e+03 3.004710189998149872e-03 1.896575849968940020e-04 2.279776526847854257e-04 2.486962475813925266e-04 3.004710189998149872e-03 1.896575849968940020e-04 2.279776526847854257e-04 2.486962475813925266e-04
1.000000000000000000e+04 2.522895112633705139e-03 1.477474288549274206e-04 1.821408368414267898e-04 2.290744741912931204e-04 2.522895112633705139e-03 1.477474288549274206e-04 1.821408368414267898e-04 2.290744741912931204e-04
1.100000000000000000e+04 3.019456984475255013e-03 1.519244688097387552e-04 1.564940321259200573e-04 2.203320327680557966e-04 3.019456984475255013e-03 1.519244688097387552e-04 1.564940321259200573e-04 2.203320327680557966e-04
1.200000000000000000e+04 2.419371390715241432e-03 1.371579710394144058e-04 1.311193918809294701e-04 1.927670091390609741e-04 2.419371390715241432e-03 1.371579710394144058e-04 1.311193918809294701e-04 1.927670091390609741e-04
1.300000000000000000e+04 1.461811829358339310e-03 1.181099942186847329e-04 7.560408994322642684e-05 1.407558738719671965e-04 1.461811829358339310e-03 1.181099942186847329e-04 7.560408994322642684e-05 1.407558738719671965e-04
1.400000000000000000e+04 1.462046173401176929e-03 8.382538362639024854e-05 5.854830305906943977e-05 1.154716374003328383e-04 1.462046173401176929e-03 8.382538362639024854e-05 5.854830305906943977e-05 1.154716374003328383e-04
1.500000000000000000e+04 1.383207505568861961e-03 7.517559424741193652e-05 4.705543688032776117e-05 8.807565609458833933e-05 1.383207505568861961e-03 7.517559424741193652e-05 4.705543688032776117e-05 8.807565609458833933e-05
1.600000000000000000e+04 9.062952012754976749e-04 6.638187187490984797e-05 4.516300396062433720e-05 6.847969780210405588e-05 9.062952012754976749e-04 6.638187187490984797e-05 4.516300396062433720e-05 6.847969780210405588e-05
1.700000000000000000e+04 8.915265207178890705e-04 6.903123721713200212e-05 4.089694630238227546e-05 6.203680095495656133e-05 8.915265207178890705e-04 6.903123721713200212e-05 4.089694630238227546e-05 6.203680095495656133e-05
1.800000000000000000e+04 8.314371225424110889e-04 7.072781590977683663e-05 3.626854959293268621e-05 5.871710527571849525e-05 8.314371225424110889e-04 7.072781590977683663e-05 3.626854959293268621e-05 5.871710527571849525e-05
1.900000000000000000e+04 1.277852337807416916e-03 5.607964703813195229e-05 3.488414586172439158e-05 5.688275996362790465e-05 1.277852337807416916e-03 5.607964703813195229e-05 3.488414586172439158e-05 5.688275996362790465e-05
2.000000000000000000e+04 9.055014234036207199e-04 5.612937820842489600e-05 3.788007597904652357e-05 4.879383413936011493e-05 9.055014234036207199e-04 5.612937820842489600e-05 3.788007597904652357e-05 4.879383413936011493e-05
