# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.462473914027214050e-03 3.298779949545860291e-02 7.712891101837158203e-01 9.421093389391899109e-03 3.298779949545860291e-02 7.712891101837158203e-01
1.000000000000000000e+03 8.449272136203944683e-04 1.181383049697615206e-04 1.315927365794777870e-04 6.155790761113166809e-04 1.181383049697615206e-04 1.315927365794777870e-04
2.000000000000000000e+03 1.670182246016338468e-04 5.724476068280637264e-06 1.355593667540233582e-05 1.249689084943383932e-04 5.724476068280637264e-06 1.355593667540233582e-05
3.000000000000000000e+03 8.227852231357246637e-05 1.598048356754588895e-06 4.413591796037508175e-06 6.058783401385881007e-05 1.598048356754588895e-06 4.413591796037508175e-06
4.000000000000000000e+03 4.823039125767536461e-05 9.882189715426648036e-07 1.876364308373013046e-06 3.729232776095159352e-05 9.882189715426648036e-07 1.876364308373013046e-06
5.000000000000000000e+03 3.154701698804274201e-05 2.925767432770953747e-07 7.248652877933636773e-07 2.458851668052375317e-05 2.925767432770953747e-07 7.248652877933636773e-07
6.000000000000000000e+03 2.143090569006744772e-05 2.682601802916906308e-07 3.925771636659192154e-07 1.688241900410503149e-05 2.682601802916906308e-07 3.925771636659192154e-07
7.000000000000000000e+03 1.626430821488611400e-05 1.950241767190163955e-06 3.056527475564507768e-06 1.209552101499866694e-05 1.950241767190163955e-06 3.056527475564507768e-06
8.000000000000000000e+03 1.071877068170579150e-05 2.657470190570165869e-07 2.039372759554680670e-07 8.266853910754434764e-06 2.657470190570165869e-07 2.039372759554680670e-07
9.000000000000000000e+03 8.709035682841204107e-06 2.584718686193809845e-06 3.735380232683382928e-06 6.303018835751572624e-06 2.584718686193809845e-06 3.735380232683382928e-06
1.000000000000000000e+04 6.472237600974040106e-06 2.411819082226429600e-07 2.343910807667271001e-07 4.936916411679703742e-06 2.411819082226429600e-07 2.343910807667271001e-07
1.100000000000000000e+04 5.579734988714335486e-06 2.876008238672511652e-06 3.672637831186875701e-06 3.968615146732190624e-06 2.876008238672511652e-06 3.672637831186875701e-06
1.200000000000000000e+04 5.000077180739026517e-06 2.595261889837274794e-07 4.357019918188598240e-07 3.823857696261256933e-06 2.595261889837274794e-07 4.357019918188598240e-07
1.300000000000000000e+04 3.819746052613481879e-05 1.273704015147814061e-06 5.517950285138795152e-06 3.159799234708771110e-05 1.273704015147814061e-06 5.517950285138795152e-06
1.400000000000000000e+04 8.046414222917519510e-06 9.728830718813696876e-07 2.103237875417107716e-06 5.849725312145892531e-06 9.728830718813696876e-07 2.103237875417107716e-06
1.500000000000000000e+04 3.594295094444532879e-06 2.382653576660231920e-07 1.529003554878727300e-07 2.559061158535769209e-06 2.382653576660231920e-07 1.529003554878727300e-07
1.600000000000000000e+04 3.999587534053716809e-06 8.651799134895554744e-07 6.098058520365157165e-07 2.854908643712406047e-06 8.651799134895554744e-07 6.098058520365157165e-07
1.700000000000000000e+04 3.470002639005542733e-06 2.388150619481166359e-07 1.482894447235594271e-07 2.549739065216272138e-06 2.388150619481166359e-07 1.482894447235594271e-07
1.800000000000000000e+04 3.114471383014461026e-06 2.629047344271384645e-07 2.770239859728462761e-07 2.213207835666253231e-06 2.629047344271384645e-07 2.770239859728462761e-07
1.900000000000000000e+04 1.125252529163844883e-04 9.050456355907954276e-06 3.635038228821940720e-05 9.054499241756275296e-05 9.050456355907954276e-06 3.635038228821940720e-05
2.000000000000000000e+04 3.177323151248856448e-06 3.449861480930849211e-07 1.759802188416870194e-07 2.284808488184353337e-06 3.449861480930849211e-07 1.759802188416870194e-07
2.000000000000000000e+04 3.177323151248856448e-06 3.449861480930849211e-07 1.759802188416870194e-07 2.284808488184353337e-06 3.449861480930849211e-07 1.759802188416870194e-07
2.100000000000000000e+04 2.848539907063241117e-06 2.005793078296846943e-07 1.157405549179202353e-07 1.977444071599165909e-06 2.005793078296846943e-07 1.157405549179202353e-07
2.200000000000000000e+04 2.847087216650834307e-06 2.005610610922303749e-07 1.154468023401022947e-07 1.978349700948456302e-06 2.005610610922303749e-07 1.154468023401022947e-07
2.300000000000000000e+04 2.845844392140861601e-06 2.004958332690875977e-07 1.151465767179615796e-07 1.978689851966919377e-06 2.004958332690875977e-07 1.151465767179615796e-07
2.400000000000000000e+04 2.844609980456880294e-06 2.004009331812994787e-07 1.148972756936927908e-07 1.978963609872153029e-06 2.004009331812994787e-07 1.148972756936927908e-07
2.500000000000000000e+04 2.843373977157170884e-06 2.002526997557652066e-07 1.146969452747725882e-07 1.979200533241964877e-06 2.002526997557652066e-07 1.146969452747725882e-07
2.600000000000000000e+04 2.842262574631604366e-06 2.001142291874202783e-07 1.145142505265539512e-07 1.979475655389251187e-06 2.001142291874202783e-07 1.145142505265539512e-07
2.700000000000000000e+04 2.841036348399939016e-06 1.999708274524891749e-07 1.143532557534854277e-07 1.979763055715011433e-06 1.999708274524891749e-07 1.143532557534854277e-07
2.800000000000000000e+04 2.839883336491766386e-06 1.997580483248384553e-07 1.142282286537010805e-07 1.979936996576725505e-06 1.997580483248384553e-07 1.142282286537010805e-07
2.900000000000000000e+04 2.838683712980127893e-06 1.995487508565929602e-07 1.141079337685368955e-07 1.980119350264430977e-06 1.995487508565929602e-07 1.141079337685368955e-07
3.000000000000000000e+04 2.837479996742331423e-06 1.993481362205784535e-07 1.140005352340267564e-07 1.980160959647037089e-06 1.993481362205784535e-07 1.140005352340267564e-07
3.100000000000000000e+04 2.836376324921729974e-06 1.991102891452101176e-07 1.139646670367255865e-07 1.980206889129476622e-06 1.991102891452101176e-07 1.139646670367255865e-07
3.200000000000000000e+04 2.835220357155776583e-06 1.988668998365028528e-07 1.139034822017492843e-07 1.980274191737407818e-06 1.988668998365028528e-07 1.139034822017492843e-07
3.300000000000000000e+04 2.833984353856067173e-06 1.986060169656411745e-07 1.138460561378451530e-07 1.980252818611916155e-06 1.986060169656411745e-07 1.138460561378451530e-07
3.400000000000000000e+04 2.832938207575352862e-06 1.983412829531516763e-07 1.138322218707799038e-07 1.980242814170196652e-06 1.983412829531516763e-07 1.138322218707799038e-07
3.500000000000000000e+04 2.831719712048652582e-06 1.980982915483764373e-07 1.138002190259612689e-07 1.980122988243238069e-06 1.980982915483764373e-07 1.138002190259612689e-07
