# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.502434015274047852e+00 2.356088447570800781e+01 6.367347240447998047e+00 1.650046348571777344e+00 2.356088447570800781e+01 6.367347240447998047e+00
1.000000000000000000e+03 1.264330595731735229e-01 5.061803013086318970e-02 6.523008644580841064e-02 6.719436496496200562e-02 5.061803013086318970e-02 6.523008644580841064e-02
2.000000000000000000e+03 4.445565491914749146e-02 2.252731099724769592e-02 3.983416408300399780e-02 2.163794077932834625e-02 2.252731099724769592e-02 3.983416408300399780e-02
3.000000000000000000e+03 1.429389044642448425e-02 7.403469644486904144e-03 2.000738121569156647e-02 6.555246189236640930e-03 7.403469644486904144e-03 2.000738121569156647e-02
4.000000000000000000e+03 7.494810968637466431e-03 7.709820289164781570e-03 1.439556479454040527e-02 3.128139767795801163e-03 7.709820289164781570e-03 1.439556479454040527e-02
5.000000000000000000e+03 5.842068232595920563e-03 6.951553281396627426e-03 1.280855387449264526e-02 2.527627395465970039e-03 6.951553281396627426e-03 1.280855387449264526e-02
6.000000000000000000e+03 4.903532564640045166e-03 6.288423202931880951e-03 1.156233437359333038e-02 2.064114669337868690e-03 6.288423202931880951e-03 1.156233437359333038e-02
7.000000000000000000e+03 4.489547107368707657e-03 9.475311264395713806e-03 1.727676764130592346e-02 2.065880689769983292e-03 9.475311264395713806e-03 1.727676764130592346e-02
8.000000000000000000e+03 3.397668246179819107e-03 4.925746005028486252e-03 9.137911722064018250e-03 1.185708330012857914e-03 4.925746005028486252e-03 9.137911722064018250e-03
9.000000000000000000e+03 2.915847115218639374e-03 4.152500536292791367e-03 8.897348307073116302e-03 9.658450144343078136e-04 4.152500536292791367e-03 8.897348307073116302e-03
1.000000000000000000e+04 2.720211632549762726e-03 3.785799024626612663e-03 7.562975399196147919e-03 8.388890419155359268e-04 3.785799024626612663e-03 7.562975399196147919e-03
1.100000000000000000e+04 2.480240771546959877e-03 3.517755074426531792e-03 6.908411160111427307e-03 7.438869797624647617e-04 3.517755074426531792e-03 6.908411160111427307e-03
1.200000000000000000e+04 2.175451721996068954e-03 3.271416993811726570e-03 6.668858230113983154e-03 6.737003568559885025e-04 3.271416993811726570e-03 6.668858230113983154e-03
1.300000000000000000e+04 1.942596980370581150e-03 3.154395613819360733e-03 5.726157221943140030e-03 5.908533348701894283e-04 3.154395613819360733e-03 5.726157221943140030e-03
1.400000000000000000e+04 1.747552654705941677e-03 3.000556724146008492e-03 5.252196453511714935e-03 5.194995319470763206e-04 3.000556724146008492e-03 5.252196453511714935e-03
1.500000000000000000e+04 1.683622132986783981e-03 2.797466935589909554e-03 4.841215442866086960e-03 4.816029686480760574e-04 2.797466935589909554e-03 4.841215442866086960e-03
1.600000000000000000e+04 1.728377072140574455e-03 2.521283924579620361e-03 4.471787717193365097e-03 4.903062363155186176e-04 2.521283924579620361e-03 4.471787717193365097e-03
1.700000000000000000e+04 1.792777562513947487e-03 2.397954929620027542e-03 4.960529040545225143e-03 5.365010583773255348e-04 2.397954929620027542e-03 4.960529040545225143e-03
1.800000000000000000e+04 1.886295038275420666e-03 1.970001729205250740e-03 3.796538570895791054e-03 5.634741974063217640e-04 1.970001729205250740e-03 3.796538570895791054e-03
1.900000000000000000e+04 1.929404563270509243e-03 1.747874775901436806e-03 3.484181361272931099e-03 6.010496872477233410e-04 1.747874775901436806e-03 3.484181361272931099e-03
2.000000000000000000e+04 1.965606119483709335e-03 1.543465652503073215e-03 3.211422823369503021e-03 6.373191718012094498e-04 1.543465652503073215e-03 3.211422823369503021e-03
